flight_id,flight_number,airline,aircraft_model,origin_airport_id,origin_airport_code_x,origin_city_x,origin_country_x,destination_airport_id,destination_airport_code_x,destination_city_x,destination_country_x,distance_km,estimated_flight_time_hours,ticket_cost_usd,fuel_used_liters,reliability_score,departure_datetime,arrival_datetime,departure_hour,arrival_hour,day,month,year,flight_status,weather_condition,passenger_capacity,occupied_seats,cargo_weight_kg,delay_minutes,gate_number,terminal,origin_airport_code_y,origin_airport_name,origin_city_y,origin_country_y,origin_airport_type,origin_latitude,origin_longitude,origin_elevation_meters,origin_runways,origin_timezone,destination_airport_code_y,destination_airport_name,destination_city_y,destination_country_y,destination_airport_type,destination_latitude,destination_longitude,destination_elevation_meters,destination_runways,destination_timezone
53,AA674,Air France,Boeing 737,2029,AP2029,Jenniferside,Brazil,2030,AP2030,Hernandezmouth,Canada,12794.23,15.32,1832.56,62926.74,0.92,2025-09-16 19:27:36,2025-09-17 10:46:48,19,10,16,9,2025,On Time,Storm,247,219,21566.43,132,G51,T2,AP2029,Wilson Group Airport,Jenniferside,Brazil,National,57.141701,-174.876266,530,3,UTC-4,AP2030,Andrews PLC Airport,Hernandezmouth,Canada,International,-26.961251,-79.806402,979,6,UTC-4
54,IB8040,Iberia,ATR 72,985,AP0985,Lake Joe,Italy,722,AP0722,West William,Australia,17136.03,19.38,2604.53,44217.25,0.9,2024-12-11 18:48:29,2024-12-12 14:11:17,18,14,11,12,2024,On Time,Rainy,250,149,27376.79,37,G22,T2,AP0985,"Nash, Lane and Sanchez Airport",Lake Joe,Italy,Regional,-31.316938,-167.148616,207,6,UTC+3,AP0722,Goodwin Ltd Airport,West William,Australia,National,45.106717,41.049132,426,2,UTC+1
55,SK3214,Turkish Airlines,Boeing 787,1896,AP1896,Jimenezville,Brazil,1149,AP1149,Frankborough,Colombia,5271.63,6.11,615.23,24142.35,0.95,2025-04-22 11:09:46,2025-04-22 17:16:22,11,17,22,4,2025,On Time,Rainy,256,282,21044.51,212,G29,T3,AP1896,Hubbard Ltd Airport,Jimenezville,Brazil,International,-0.299843,169.889859,319,4,UTC+1,AP1149,Carrillo-Green Airport,Frankborough,Colombia,National,34.673252,135.634042,822,2,UTC+8
56,DL669,British Airways,Boeing 777,108,AP0108,Ericburgh,Chile,2278,AP2278,New Robert,Spain,8122.29,10.73,784.68,23453.99,0.85,2026-02-05 12:35:24,2026-02-05 23:19:12,12,23,5,2,2026,On Time,Sunny,305,63,15832.07,99,G78,T4,AP0108,Martinez-Fletcher Airport,Ericburgh,Chile,Regional,4.511639,76.263266,3671,1,UTC-5,AP2278,"Johnson, Bean and Martin Airport",New Robert,Spain,National,18.517328,149.880018,2961,6,UTC+8
57,AA6344,American Airlines,Boeing 737,2019,AP2019,Jeremiahview,Japan,1060,AP1060,Rileyton,Australia,11393.33,15.61,2095.92,54613.63,0.94,2025-12-07 14:15:13,2025-12-08 05:51:49,14,5,7,12,2025,On Time,Storm,133,119,12496.35,90,G71,T2,AP2019,"Salas, Sawyer and Jones Airport",Jeremiahview,Japan,Regional,31.714507,-15.032873,4026,2,UTC+9,AP1060,Kelly-Copeland Airport,Rileyton,Australia,International,-54.172642,49.97016,2239,4,UTC-4
58,LA8177,Avianca,Embraer E190,888,AP0888,North Eric,France,327,AP0327,Danielhaven,Mexico,8341.2,9.91,900.35,37813.27,0.9,2024-05-19 13:56:06,2024-05-19 23:50:42,13,23,19,5,2024,Cancelled,Rainy,276,284,6808.82,113,G34,T2,AP0888,Washington-Rios Airport,North Eric,France,Regional,36.216065,46.432296,718,4,UTC+8,AP0327,Anderson-Powell Airport,Danielhaven,Mexico,International,46.101735,-60.953725,3759,6,UTC+0
59,IB2602,Sky Airline,Boeing 787,1767,AP1767,East Jessica,Colombia,1652,AP1652,Williamsmouth,Netherlands,16798.86,22.79,1830.73,52571.37,0.98,2025-01-08 05:52:13,2025-01-09 04:39:37,5,4,8,1,2025,Cancelled,Foggy,78,94,22877.06,74,G33,T2,AP1767,Mcclain-Ramirez Airport,East Jessica,Colombia,International,-47.259169,-89.825814,306,6,UTC-5,AP1652,Baldwin-Johnston Airport,Williamsmouth,Netherlands,National,50.378841,45.834617,2131,5,UTC-4
60,AA3116,JetSMART,ATR 72,854,AP0854,Sparksberg,Qatar,1432,AP1432,Robertburgh,Japan,5491.91,6.97,977.41,22959.69,0.91,2024-11-03 00:18:42,2024-11-03 07:16:54,0,7,3,11,2024,Delayed,Sunny,263,133,24810.53,158,G44,T2,AP0854,"Lewis, Martin and Ray Airport",Sparksberg,Qatar,International,-1.241963,147.240754,1189,6,UTC+3,AP1432,"Pena, Gates and Vazquez Airport",Robertburgh,Japan,National,47.105899,158.756777,3264,4,UTC+3
61,IB7944,Iberia,Boeing 737,2740,AP2740,Obrienborough,Chile,2926,AP2926,West Lisa,United Kingdom,12926.05,16.26,1459.83,57757.07,0.97,2026-02-05 08:20:26,2026-02-06 00:36:02,8,0,5,2,2026,Cancelled,Sunny,342,68,8875.12,175,G63,T3,AP2740,Hill Group Airport,Obrienborough,Chile,Regional,63.954982,66.069212,2205,4,UTC+9,AP2926,"Medina, Santana and Palmer Airport",West Lisa,United Kingdom,Regional,-39.018481,134.86277,1416,5,UTC+3
62,AA9256,Emirates,Boeing 737,412,AP0412,Lake Zacharyfurt,UAE,2436,AP2436,New Brittany,Netherlands,8177.08,11.26,1360.62,40746.55,0.75,2025-05-09 06:54:54,2025-05-09 18:10:30,6,18,9,5,2025,Cancelled,Foggy,235,116,1393.01,168,G10,T2,AP0412,Burgess PLC Airport,Lake Zacharyfurt,UAE,International,15.402537,52.211233,3273,3,UTC+9,AP2436,"Clark, Miller and Williams Airport",New Brittany,Netherlands,Regional,42.887593,133.858039,1441,3,UTC+3
63,DL6642,Iberia,Airbus A330,2560,AP2560,West Jeffreychester,Mexico,1776,AP1776,Port Christopher,Germany,5071.76,5.65,490.63,18542.86,0.85,2025-11-12 06:49:29,2025-11-12 12:28:29,6,12,12,11,2025,Cancelled,Rainy,267,72,10101.1,70,G61,T1,AP2560,Rogers-Jones Airport,West Jeffreychester,Mexico,National,-48.883322,-178.899338,3797,2,UTC-5,AP1776,Erickson Group Airport,Port Christopher,Germany,Regional,-17.721627,-137.546102,1888,1,UTC+3
64,IB1202,Lufthansa,Boeing 737,1752,AP1752,South Emilyton,Turkey,2984,AP2984,Mahoneystad,Australia,16343.48,20.64,2925.04,56470.99,0.89,2025-07-21 22:04:55,2025-07-22 18:43:19,22,18,21,7,2025,Delayed,Rainy,106,79,17420.57,235,G44,T3,AP1752,"Kelly, Lee and Ramirez Airport",South Emilyton,Turkey,National,47.710807,65.275361,1009,4,UTC-4,AP2984,Johnson-Rojas Airport,Mahoneystad,Australia,Regional,-31.890222,-153.133817,4438,6,UTC+9
65,SK6259,Ryanair,Airbus A350,1902,AP1902,South Samanthahaven,United Kingdom,865,AP0865,Susanchester,Australia,13972.12,17.27,2292.01,46315.59,0.89,2026-02-17 11:32:11,2026-02-18 04:48:23,11,4,17,2,2026,Cancelled,Rainy,300,320,15402.88,206,G24,T1,AP1902,Bell-Tate Airport,South Samanthahaven,United Kingdom,International,-15.288996,-115.478719,3854,1,UTC-5,AP0865,"Barrett, Adams and Phillips Airport",Susanchester,Australia,Regional,62.392392,25.896402,4392,5,UTC+8
66,AA7220,JetSMART,Airbus A320,121,AP0121,Ortegaton,UAE,2076,AP2076,North Melissamouth,Colombia,17244.9,20.98,1467.17,84677.36,0.94,2024-05-12 18:30:07,2024-05-13 15:28:55,18,15,12,5,2024,On Time,Foggy,324,89,4942.7,169,G12,T2,AP0121,"Hayes, Griffith and Flynn Airport",Ortegaton,UAE,International,21.203864,86.43215,1702,6,UTC-4,AP2076,"Giles, Suarez and Thompson Airport",North Melissamouth,Colombia,International,-4.816741,-74.227037,3194,1,UTC-5
67,IB7145,Singapore Airlines,Boeing 777,1108,AP1108,Lake Holly,Germany,1856,AP1856,New Tina,Japan,8208.43,10.55,946.67,22325.9,0.8,2025-12-17 05:52:21,2025-12-17 16:25:21,5,16,17,12,2025,Delayed,Foggy,302,247,2053.73,133,G61,T2,AP1108,Mccoy-Curtis Airport,Lake Holly,Germany,National,34.465399,-4.516226,896,5,UTC+8,AP1856,"Rogers, Fleming and King Airport",New Tina,Japan,International,8.382522,-80.601109,4201,6,UTC+9
68,LA9962,JetSMART,Boeing 787,458,AP0458,New Daniel,Italy,335,AP0335,Davisberg,Italy,13661.02,19.03,1936.11,40913.68,0.87,2025-05-04 17:48:47,2025-05-05 12:50:35,17,12,4,5,2025,Delayed,Storm,84,275,28815.17,178,G74,T4,AP0458,Alvarado Inc Airport,New Daniel,Italy,International,-53.992179,-56.313306,987,4,UTC+8,AP0335,"Chang, Jones and Sanders Airport",Davisberg,Italy,Regional,68.604745,-45.495057,4499,4,UTC+9
69,AA9466,Emirates,Airbus A350,2268,AP2268,Georgeville,Chile,321,AP0321,South Heather,United Kingdom,9015.89,10.41,1680.79,37272.5,0.83,2026-02-27 02:53:47,2026-02-27 13:18:23,2,13,27,2,2026,On Time,Foggy,116,235,10535.65,48,G4,T3,AP2268,"Wilson, Martinez and Knight Airport",Georgeville,Chile,International,-48.750171,-151.411696,2624,6,UTC+3,AP0321,Molina PLC Airport,South Heather,United Kingdom,International,30.148998,-130.511868,1293,4,UTC+8
70,SK1234,Lufthansa,Airbus A320,493,AP0493,Petersport,Chile,2559,AP2559,Lake Peter,Germany,11649.25,15.62,1203.56,37272.06,0.78,2026-01-01 17:55:55,2026-01-02 09:33:07,17,9,1,1,2026,Delayed,Storm,263,179,29802.43,144,G59,T3,AP0493,Lamb-Hogan Airport,Petersport,Chile,Regional,-3.3679,142.408058,3755,6,UTC-5,AP2559,Woodward-Woods Airport,Lake Peter,Germany,International,-6.348621,-112.319751,1988,4,UTC+1
71,SK7706,Copa Airlines,Embraer E190,2447,AP2447,Lake Christopher,UAE,850,AP0850,Davidfurt,Chile,14260.71,17.35,1430.92,35946.44,0.76,2026-02-21 15:06:52,2026-02-22 08:27:52,15,8,21,2,2026,Delayed,Foggy,292,294,12626.5,146,G58,T4,AP2447,Fowler-Zamora Airport,Lake Christopher,UAE,Regional,34.794482,89.763589,2059,5,UTC+1,AP0850,Rowe and Sons Airport,Davidfurt,Chile,International,-12.276731,-38.575225,1124,1,UTC+8
72,UA5794,Avianca,Airbus A320,2703,AP2703,Danielsfort,Australia,2277,AP2277,Burgessshire,Colombia,18313.54,23.51,3308.82,94396.05,0.77,2025-04-23 04:15:47,2025-04-24 03:46:23,4,3,23,4,2025,Delayed,Rainy,86,51,12794.48,90,G41,T2,AP2703,Lewis Ltd Airport,Danielsfort,Australia,International,-31.2016,-18.903833,4466,3,UTC+0,AP2277,Edwards Group Airport,Burgessshire,Colombia,International,29.254378,143.510286,3653,1,UTC+8
73,DL9357,Avianca,Boeing 787,509,AP0509,Doyleborough,UAE,814,AP0814,Brittanyborough,Brazil,5052.53,6.16,688.31,15650.41,0.89,2025-02-07 04:16:17,2025-02-07 10:25:53,4,10,7,2,2025,Delayed,Storm,110,96,26599.23,144,G46,T2,AP0509,Brown-Miller Airport,Doyleborough,UAE,International,25.9098,-0.39902,3924,1,UTC-5,AP0814,Garcia and Sons Airport,Brittanyborough,Brazil,Regional,69.804197,-20.515619,2886,3,UTC+3
74,IB6177,Ryanair,Airbus A330,1873,AP1873,Robertmouth,France,1982,AP1982,Diazton,Argentina,8349.49,9.88,924.25,38306.09,0.8,2024-08-18 04:15:20,2024-08-18 14:08:08,4,14,18,8,2024,Cancelled,Sunny,161,228,11143.17,41,G68,T2,AP1873,Mendez Group Airport,Robertmouth,France,Regional,21.343925,-133.48248,4421,1,UTC+8,AP1982,Wood Ltd Airport,Diazton,Argentina,Regional,-22.378031,-70.847489,4211,5,UTC+9
75,LA5244,Singapore Airlines,Embraer E190,2350,AP2350,Brittanymouth,Colombia,1337,AP1337,Port Marisastad,Japan,13008.63,15.9,1558.55,48659.77,0.8,2025-10-14 09:15:56,2025-10-15 01:09:56,9,1,14,10,2025,Cancelled,Foggy,241,241,11111.75,72,G53,T4,AP2350,Cole-Macdonald Airport,Brittanymouth,Colombia,National,65.173302,-148.879599,2074,2,UTC+0,AP1337,Rich and Sons Airport,Port Marisastad,Japan,Regional,-8.26516,70.023483,4053,4,UTC+0
76,DL3727,Emirates,Embraer E190,2799,AP2799,Jamesview,Brazil,296,AP0296,Brianborough,United Kingdom,12020.7,15.75,1389.19,40817.62,0.83,2025-04-18 12:13:10,2025-04-19 03:58:10,12,3,18,4,2025,On Time,Rainy,132,242,17512.18,154,G76,T2,AP2799,"Herrera, Potts and Taylor Airport",Jamesview,Brazil,International,55.421435,-84.487836,4005,5,UTC+9,AP0296,Spence-Mccullough Airport,Brianborough,United Kingdom,National,12.086344,124.982052,3530,2,UTC+0
77,DL4618,Ryanair,Airbus A330,2805,AP2805,Andrewborough,Netherlands,2244,AP2244,Lake Seanshire,Brazil,10666.85,11.96,2112.65,46106.21,0.95,2024-06-27 16:37:51,2024-06-28 04:35:27,16,4,27,6,2024,Delayed,Cloudy,208,249,8650.04,134,G72,T2,AP2805,Rodriguez and Sons Airport,Andrewborough,Netherlands,International,-52.144927,-126.282465,1371,6,UTC+3,AP2244,"Ritter, Hernandez and Montgomery Airport",Lake Seanshire,Brazil,National,-17.09494,108.840935,1309,2,UTC-4
78,AA7915,Air France,Embraer E190,1279,AP1279,New Kellyport,Turkey,2659,AP2659,Francesborough,Brazil,3418.91,4.64,528.85,10850.21,0.89,2025-09-17 23:29:44,2025-09-18 04:08:08,23,4,17,9,2025,On Time,Cloudy,150,93,29052.81,228,G74,T4,AP1279,Brown Inc Airport,New Kellyport,Turkey,International,42.752958,13.512827,3471,5,UTC+1,AP2659,Lee-Walters Airport,Francesborough,Brazil,National,16.505188,-5.260996,3975,4,UTC+9
79,LA7946,Qatar Airways,Embraer E190,799,AP0799,Jamiefurt,Turkey,1119,AP1119,North Robert,Japan,5777.57,7.88,1108.74,15504.76,0.79,2025-11-10 12:17:09,2025-11-10 20:09:57,12,20,10,11,2025,Cancelled,Rainy,168,186,19278.62,200,G53,T3,AP0799,"Richmond, Sanchez and Lopez Airport",Jamiefurt,Turkey,National,-14.539891,-11.3779,1313,1,UTC+3,AP1119,Douglas-Lee Airport,North Robert,Japan,International,21.853484,-49.19965,3571,2,UTC+1
80,AA710,Iberia,Airbus A320,2928,AP2928,Lanetown,Colombia,660,AP0660,South Sharontown,Japan,6176.78,7.86,1180.95,24199.72,0.89,2024-09-20 17:47:27,2024-09-21 01:39:03,17,1,20,9,2024,On Time,Rainy,212,330,13552.28,77,G49,T1,AP2928,Whitehead-Davis Airport,Lanetown,Colombia,National,51.592724,49.893859,3481,1,UTC-4,AP0660,Garcia-Richardson Airport,South Sharontown,Japan,National,59.491554,160.195561,3161,3,UTC+3
81,LA2417,Lufthansa,Boeing 737,1235,AP1235,North Katherine,United States,500,AP0500,Lake Donna,Canada,4267.27,5.79,419.34,19930.73,0.8,2025-08-14 23:20:44,2025-08-15 05:08:08,23,5,14,8,2025,On Time,Sunny,174,276,10666.24,100,G46,T4,AP1235,Trevino Ltd Airport,North Katherine,United States,Regional,60.314858,-125.657244,473,6,UTC+8,AP0500,Townsend Ltd Airport,Lake Donna,Canada,Regional,32.109748,-165.481269,2685,2,UTC-5
82,UA137,Air Canada,Boeing 777,1331,AP1331,Stevenland,Spain,2227,AP2227,West Craig,Italy,14374.17,19.22,2368.62,50198.94,0.83,2024-07-17 00:38:31,2024-07-17 19:51:43,0,19,17,7,2024,On Time,Foggy,181,75,8571.65,92,G71,T3,AP1331,Parrish-Harvey Airport,Stevenland,Spain,International,-36.945969,152.695968,1553,2,UTC+3,AP2227,Sosa-Wagner Airport,West Craig,Italy,Regional,54.930539,-99.417659,2349,6,UTC+8
83,LA1287,Iberia,ATR 72,2113,AP2113,Lake Michaelport,United Kingdom,2965,AP2965,Brownside,Colombia,4587.2,6.13,630.49,15037.41,0.83,2025-08-29 17:46:45,2025-08-29 23:54:33,17,23,29,8,2025,On Time,Cloudy,221,133,6524.32,104,G21,T2,AP2113,Greene-Thompson Airport,Lake Michaelport,United Kingdom,Regional,2.039501,-145.258772,2804,5,UTC+0,AP2965,"Ortiz, Carter and Fisher Airport",Brownside,Colombia,Regional,25.189316,-109.804532,2534,4,UTC+9
84,AA4443,Avianca,Airbus A350,2191,AP2191,Tamaramouth,Netherlands,2003,AP2003,New Kristinaside,Japan,10748.76,15.18,1500.03,54538.41,0.8,2025-05-07 13:27:17,2025-05-08 04:38:05,13,4,7,5,2025,Cancelled,Sunny,79,194,7727.73,115,G75,T4,AP2191,Patton-White Airport,Tamaramouth,Netherlands,International,50.97177,-147.256749,2625,5,UTC+3,AP2003,Parks and Sons Airport,New Kristinaside,Japan,National,27.023827,66.00664,805,4,UTC+3
85,SK559,American Airlines,ATR 72,726,AP0726,Wilsonhaven,Italy,1687,AP1687,East Brandi,China,11640.84,14.04,1900.47,54995.46,0.91,2024-08-20 12:02:39,2024-08-21 02:05:03,12,2,20,8,2024,Cancelled,Cloudy,213,235,22844.63,12,G20,T1,AP0726,Bradley-Bell Airport,Wilsonhaven,Italy,International,-29.786595,56.47832,4244,3,UTC-4,AP1687,Cortez-Lee Airport,East Brandi,China,Regional,-42.157049,-99.354831,85,2,UTC-5
86,LA7731,KLM,Airbus A350,2117,AP2117,Griffinport,Australia,1978,AP1978,Veronicatown,China,16733.09,19.34,3174.27,75097.98,0.87,2026-05-06 02:12:55,2026-05-06 21:33:19,2,21,6,5,2026,On Time,Rainy,176,203,2694.92,58,G69,T3,AP2117,Calhoun Group Airport,Griffinport,Australia,Regional,-30.640252,122.404614,1817,1,UTC-4,AP1978,"Fuentes, Dennis and Lindsey Airport",Veronicatown,China,National,31.123995,-92.123746,4288,5,UTC+1
87,DL7016,Copa Airlines,ATR 72,1068,AP1068,Stephanieborough,Netherlands,428,AP0428,East Margaret,Canada,7434.82,10.44,1188.57,22230.92,0.95,2025-04-05 10:50:04,2025-04-05 21:16:28,10,21,5,4,2025,On Time,Storm,242,121,6770.14,34,G67,T2,AP1068,Hamilton and Sons Airport,Stephanieborough,Netherlands,International,-36.73286,-14.024172,1109,3,UTC-4,AP0428,David and Sons Airport,East Margaret,Canada,International,-32.119435,69.637155,4184,4,UTC+1
88,DL6674,Ryanair,Boeing 737,1593,AP1593,Port Jean,Australia,1592,AP1592,Port Alexisstad,Canada,18379.01,21.4,1556.14,89682.65,0.75,2024-12-26 06:44:34,2024-12-27 04:08:34,6,4,26,12,2024,On Time,Cloudy,75,157,1637.03,50,G33,T4,AP1593,Stein LLC Airport,Port Jean,Australia,International,37.891842,-35.855127,458,2,UTC+1,AP1592,Johnson-Perez Airport,Port Alexisstad,Canada,Regional,-26.585643,155.322084,2226,1,UTC+3
89,UA7575,Lufthansa,Airbus A320,1344,AP1344,North Tylerbury,Spain,1745,AP1745,Timothyhaven,France,11163.15,13.63,1107.63,42675.83,0.93,2024-11-16 14:00:38,2024-11-17 03:38:26,14,3,16,11,2024,Delayed,Storm,142,284,18680.5,88,G41,T2,AP1344,Mcbride-Mathews Airport,North Tylerbury,Spain,National,57.684481,-73.973584,4110,5,UTC+3,AP1745,Spencer Ltd Airport,Timothyhaven,France,National,15.680425,68.613445,498,1,UTC+8
90,LA1381,JetSMART,Airbus A350,1586,AP1586,Garciaborough,Spain,2449,AP2449,Briannaland,UAE,5915.9,6.64,786.08,15795.43,0.82,2025-12-05 21:00:45,2025-12-06 03:39:09,21,3,5,12,2025,Cancelled,Foggy,202,289,5948.19,7,G28,T3,AP1586,Drake Inc Airport,Garciaborough,Spain,National,49.679649,133.371712,247,2,UTC+0,AP2449,Smith-Gross Airport,Briannaland,UAE,National,50.243252,-138.40697,3378,4,UTC+1
91,SK4949,Aeromexico,Boeing 737,1500,AP1500,Johnsonton,Spain,580,AP0580,Allenberg,Mexico,15048.03,17.04,1338.11,79057.83,0.94,2026-04-29 22:10:06,2026-04-30 15:12:30,22,15,29,4,2026,Cancelled,Sunny,116,272,21813.28,41,G17,T3,AP1500,"Ferrell, Johnson and Torres Airport",Johnsonton,Spain,National,-4.185652,-67.414712,738,6,UTC-5,AP0580,Campbell PLC Airport,Allenberg,Mexico,Regional,46.042984,94.650559,1499,6,UTC+0
92,IB6876,KLM,Airbus A330,1513,AP1513,Brendaview,Peru,2107,AP2107,Hillton,China,15550.09,21.81,2813.54,79977.85,0.76,2024-10-20 18:48:22,2024-10-21 16:36:58,18,16,20,10,2024,Cancelled,Sunny,313,293,10312.33,66,G53,T1,AP1513,Griffin and Sons Airport,Brendaview,Peru,International,-1.149523,-108.884004,4334,5,UTC-4,AP2107,Williams LLC Airport,Hillton,China,Regional,-36.847375,85.107718,280,6,UTC+9
93,DL919,Copa Airlines,ATR 72,792,AP0792,West Caroline,Chile,157,AP0157,Garciaview,Germany,10942.79,12.74,2057.69,53181.73,0.89,2025-03-28 11:29:13,2025-03-29 00:13:37,11,0,28,3,2025,Cancelled,Foggy,186,314,26299.52,112,G20,T4,AP0792,"Foster, Kennedy and Greer Airport",West Caroline,Chile,International,66.104366,29.187728,3893,6,UTC+3,AP0157,Adams PLC Airport,Garciaview,Germany,International,2.643739,-88.568158,2091,6,UTC-5
94,AA2648,Qatar Airways,Airbus A320,1549,AP1549,South Ericafurt,United States,1777,AP1777,Gilmoremouth,Turkey,2475.9,2.88,524.72,7291.56,0.87,2025-03-12 16:37:41,2025-03-12 19:30:29,16,19,12,3,2025,Cancelled,Rainy,267,241,22989.23,72,G33,T2,AP1549,"Taylor, Perkins and Oliver Airport",South Ericafurt,United States,Regional,-36.482565,138.09689,1089,3,UTC+9,AP1777,Cox Inc Airport,Gilmoremouth,Turkey,National,-52.18219,115.67801,2374,3,UTC+1
95,LA3152,United Airlines,Boeing 787,2222,AP2222,South Christinaborough,China,2956,AP2956,Rebeccafort,Brazil,12921.57,16.94,1783.61,51122.94,0.9,2025-10-06 17:50:15,2025-10-07 10:46:39,17,10,6,10,2025,On Time,Sunny,94,101,16396.56,131,G6,T2,AP2222,Garner and Sons Airport,South Christinaborough,China,International,-37.06419,-142.634665,1914,1,UTC+1,AP2956,"Schmidt, Poole and Brown Airport",Rebeccafort,Brazil,Regional,-25.566772,24.484743,845,2,UTC-5
96,IB919,Delta Airlines,Airbus A330,2185,AP2185,Rodriguezport,Brazil,1371,AP1371,East Amyton,Brazil,13928.35,15.86,1859.45,49305.9,0.92,2026-02-12 19:59:53,2026-02-13 11:51:29,19,11,12,2,2026,On Time,Storm,219,58,24140.19,238,G29,T2,AP2185,"Williams, Wagner and Doyle Airport",Rodriguezport,Brazil,Regional,-36.393781,114.838362,248,5,UTC-5,AP1371,Dorsey and Sons Airport,East Amyton,Brazil,National,55.319479,13.585516,546,6,UTC+8
97,IB5915,JetSMART,ATR 72,666,AP0666,Davisside,Spain,1416,AP1416,New Caitlinhaven,Peru,4306.37,5.45,713.48,12103.94,0.98,2024-05-07 09:08:56,2024-05-07 14:35:56,9,14,7,5,2024,Cancelled,Sunny,322,92,6007.24,36,G64,T4,AP0666,Morrison Group Airport,Davisside,Spain,Regional,30.755442,-171.448939,2717,1,UTC-5,AP1416,"Montgomery, Manning and Davenport Airport",New Caitlinhaven,Peru,Regional,28.209455,-126.761659,3731,6,UTC-4
98,AA451,Lufthansa,Embraer E190,329,AP0329,Josephstad,Australia,1076,AP1076,Johnsonchester,France,865.51,0.97,166.44,2824.66,0.8,2024-12-19 01:34:39,2024-12-19 02:32:51,1,2,19,12,2024,On Time,Cloudy,127,232,6108.28,173,G42,T3,AP0329,Joyce-Winters Airport,Josephstad,Australia,National,9.410082,-148.774403,781,2,UTC-4,AP1076,Hall LLC Airport,Johnsonchester,France,National,2.56142,-152.495883,1075,1,UTC+1
99,AA124,Air Canada,Airbus A350,1357,AP1357,Bellfort,Netherlands,2236,AP2236,Sellersberg,Argentina,8720.42,10.25,1750.25,44798.63,0.84,2024-10-31 17:45:01,2024-11-01 04:00:01,17,4,31,10,2024,On Time,Rainy,220,194,13841.74,231,G3,T3,AP1357,Coffey Inc Airport,Bellfort,Netherlands,Regional,44.893222,148.95079,3202,4,UTC-4,AP2236,Wagner PLC Airport,Sellersberg,Argentina,National,13.961634,-123.581035,3148,5,UTC+1
100,DL292,KLM,Airbus A330,1761,AP1761,East Jeremyport,Germany,2582,AP2582,New Sara,Mexico,9318.54,11.25,1465.55,46796.34,0.87,2024-05-11 12:55:25,2024-05-12 00:10:25,12,0,11,5,2024,On Time,Cloudy,75,231,18801.64,96,G65,T3,AP1761,Gonzalez-Pruitt Airport,East Jeremyport,Germany,National,43.120117,57.03982,3227,1,UTC+9,AP2582,Matthews-Peterson Airport,New Sara,Mexico,Regional,-34.120284,92.637504,52,4,UTC+9
101,IB7443,British Airways,Embraer E190,782,AP0782,North Davidbury,Italy,386,AP0386,South Tiffany,Brazil,7915.78,11.02,863.24,34324.66,0.96,2024-12-07 21:32:04,2024-12-08 08:33:16,21,8,7,12,2024,Cancelled,Cloudy,273,258,19405.16,53,G21,T3,AP0782,Roberts-Davis Airport,North Davidbury,Italy,Regional,-53.974489,-147.529086,120,4,UTC-4,AP0386,"Floyd, Johnson and Banks Airport",South Tiffany,Brazil,Regional,-24.940976,120.474202,3187,6,UTC+3
102,UA5324,JetSMART,Boeing 787,20,AP0020,Jessicaland,Japan,1908,AP1908,Tonyaland,Argentina,13286.94,16.49,2581.88,42511.76,0.79,2025-01-01 02:19:14,2025-01-01 18:48:38,2,18,1,1,2025,Delayed,Foggy,148,48,13132.46,226,G52,T3,AP0020,Shannon PLC Airport,Jessicaland,Japan,International,-18.312484,-123.063208,26,6,UTC+8,AP1908,Park Ltd Airport,Tonyaland,Argentina,National,-32.709342,22.917516,1037,5,UTC+3
103,IB6143,Ryanair,Boeing 787,2865,AP2865,Lake Christinemouth,Peru,2886,AP2886,South Francis,Chile,6292.93,7.51,654.49,17312.76,0.94,2025-12-19 12:55:21,2025-12-19 20:25:57,12,20,19,12,2025,On Time,Foggy,216,99,3068.74,236,G53,T2,AP2865,"Barron, Ramirez and Vaughn Airport",Lake Christinemouth,Peru,Regional,45.406188,45.997225,778,5,UTC+9,AP2886,Thomas-Lopez Airport,South Francis,Chile,Regional,-4.17113,15.343077,1024,1,UTC+3
104,IB9628,Copa Airlines,Airbus A350,887,AP0887,Lake Taylorville,Mexico,31,AP0031,Arnoldmouth,Germany,5835.44,8.22,1047.24,17243.17,0.83,2024-09-26 02:53:05,2024-09-26 11:06:17,2,11,26,9,2024,Delayed,Cloudy,307,118,19726.83,44,G80,T3,AP0887,Campos-Garcia Airport,Lake Taylorville,Mexico,National,10.881592,8.872635,1712,5,UTC-5,AP0031,Martin-Thompson Airport,Arnoldmouth,Germany,Regional,61.93928,25.575514,3872,2,UTC+9
